id,model_name,arch,framework,backend,workload,accuracy,score
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Depth Estimation (HP),"99%
",140699
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Depth Estimation (Q),"85%
",221054
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (SP),"100%
",24783
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (HP),"100%
",290088
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (Q),"96%
",365651
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (SP),"100%
",5814
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (HP),"100%
",66198
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (Q),"99%
",101828
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (SP),"99%
",5662
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (HP),"100%
",9776
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (Q),"93%
",9788
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (SP),"100%
",2721
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (HP),"100%
",19160
544186,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (Q),"98%
",18928
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Classification (SP),"100%
",8661
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Classification (HP),"100%
",12477
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Classification (Q),"99%
",11751
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Segmentation (SP),"100%
",17931
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Segmentation (HP),"100%
",28761
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Segmentation (Q),"99%
",27475
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Pose Estimation (SP),"100%
",71348
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Pose Estimation (HP),"100%
",184721
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Pose Estimation (Q),"95%
",212301
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Object Detection (SP),"100%
",8064
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Object Detection (HP),"100%
",13909
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Object Detection (Q),"94%
",13778
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Face Detection (SP),"100%
",32387
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Face Detection (HP),"100%
",52387
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Face Detection (Q),"100%
",50544
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Depth Estimation (SP),"100%
",41461
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Depth Estimation (HP),"99%
",74085
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Depth Estimation (Q),"86%
",71915
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Style Transfer (SP),"100%
",152509
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Style Transfer (HP),"100%
",336919
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Style Transfer (Q),"96%
",396789
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Super-Resolution (SP),"100%
",26726
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Super-Resolution (HP),"100%
",44627
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Super-Resolution (Q),"99%
",35604
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Text Classification (SP),"100%
",6108
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Text Classification (HP),"99%
",10186
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Text Classification (Q),"92%
",10058
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Machine Translation (SP),"100%
",7655
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Machine Translation (HP),"100%
",8842
544188,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Machine Translation (Q),"98%
",8583
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Classification (SP),"100%
",2333
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Classification (HP),"100%
",20865
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Classification (Q),"97%
",25955
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Segmentation (SP),"100%
",2448
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Segmentation (HP),"100%
",25773
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Segmentation (Q),"99%
",38143
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Pose Estimation (SP),"100%
",9617
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Pose Estimation (HP),"100%
",183081
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Pose Estimation (Q),"95%
",339198
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Object Detection (SP),"100%
",2896
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Object Detection (HP),"100%
",22693
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Object Detection (Q),"89%
",29281
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Face Detection (SP),"100%
",5578
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Face Detection (HP),"100%
",51427
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Face Detection (Q),"100%
",78582
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Depth Estimation (SP),"100%
",9158
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Depth Estimation (HP),"99%
",138955
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Depth Estimation (Q),"85%
",212253
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (SP),"100%
",24903
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (HP),"100%
",290438
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Style Transfer (Q),"96%
",366948
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (SP),"100%
",5828
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (HP),"100%
",67174
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (Q),"99%
",101194
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (SP),"99%
",6048
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (HP),"100%
",9990
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Text Classification (Q),"93%
",9746
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (SP),"100%
",2753
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (HP),"100%
",18935
544190,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,Neural Engine,Machine Translation (Q),"98%
",19217
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Classification (SP),"100%
",2039
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Classification (HP),"100%
",3329
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Classification (Q),"96%
",2345
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Segmentation (SP),"100%
",2143
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Segmentation (HP),"100%
",3183
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Segmentation (Q),"99%
",3469
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Pose Estimation (SP),"100%
",8645
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Pose Estimation (HP),"100%
",18954
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Pose Estimation (Q),"95%
",16411
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Object Detection (SP),"100%
",2488
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Object Detection (HP),"97%
",3778
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Object Detection (Q),"94%
",2706
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Face Detection (SP),"100%
",4437
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Face Detection (HP),"100%
",7693
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Face Detection (Q),"100%
",4468
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Depth Estimation (SP),"100%
",8066
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Depth Estimation (HP),"97%
",13906
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Depth Estimation (Q),"86%
",9842
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Style Transfer (SP),"100%
",22067
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Style Transfer (HP),"100%
",38928
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Style Transfer (Q),"96%
",31996
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Super-Resolution (SP),"100%
",5157
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Super-Resolution (HP),"100%
",7122
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Image Super-Resolution (Q),"99%
",4874
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Text Classification (SP),"99%
",6207
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Text Classification (HP),"99%
",10448
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Text Classification (Q),"93%
",10167
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Machine Translation (SP),"100%
",4357
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Machine Translation (HP),"98%
",7275
543838,Mac mini (2024),Apple Silicon,Core ML,CPU,Machine Translation (Q),"98%
",7392
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (SP),"100%
",5173
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (HP),"100%
",5399
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (Q),"96%
",5146
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (SP),"100%
",7587
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (HP),"100%
",8175
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (Q),"99%
",8165
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (SP),"100%
",28952
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (HP),"100%
",33376
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (Q),"96%
",32363
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (SP),"100%
",5020
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (HP),"100%
",5564
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (Q),"91%
",5447
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (SP),"100%
",13029
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (HP),"100%
",18366
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (Q),"100%
",17031
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (SP),"100%
",21340
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (HP),"99%
",23692
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (Q),"85%
",22520
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (SP),"100%
",59389
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (HP),"100%
",73891
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (Q),"96%
",70242
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (SP),"100%
",12321
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (HP),"100%
",12806
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (Q),"99%
",11070
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (SP),"100%
",6320
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (HP),"100%
",10270
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (Q),"93%
",10317
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (SP),"100%
",5581
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (HP),"100%
",6127
543843,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (Q),"98%
",3289
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (SP),"100%
",2017
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (HP),"100%
",18825
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (Q),"97%
",28937
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (SP),"100%
",2092
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (HP),"100%
",21068
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (Q),"99%
",31754
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (SP),"100%
",8690
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (HP),"100%
",123168
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (Q),"95%
",232426
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (SP),"100%
",2477
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (HP),"100%
",18756
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (Q),"89%
",26858
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (SP),"100%
",4462
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (HP),"100%
",43673
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (Q),"100%
",68624
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (SP),"100%
",8071
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (HP),"99%
",101237
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (Q),"85%
",177543
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (SP),"100%
",22127
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (HP),"100%
",236319
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (Q),"96%
",294947
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (SP),"100%
",5241
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (HP),"100%
",54066
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (Q),"99%
",88187
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (SP),"100%
",6298
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (HP),"100%
",10678
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (Q),"92%
",10192
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (SP),"100%
",4371
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (HP),"100%
",16452
543845,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (Q),"98%
",18929
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Classification (SP),"100%
",297
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Classification (HP),"100%
",197
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Classification (Q),"96%
",138
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Segmentation (SP),"100%
",276
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Segmentation (HP),"100%
",255
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Segmentation (Q),"99%
",191
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Pose Estimation (SP),"100%
",1868
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Pose Estimation (HP),"100%
",493
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Pose Estimation (Q),"96%
",451
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Object Detection (SP),"100%
",301
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Object Detection (HP),"100%
",256
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Object Detection (Q),"92%
",158
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Face Detection (SP),"100%
",653
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Face Detection (HP),"100%
",495
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Face Detection (Q),"100%
",239
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Depth Estimation (SP),"100%
",958
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Depth Estimation (HP),"99%
",737
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Depth Estimation (Q),"85%
",499
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Style Transfer (SP),"100%
",2661
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Style Transfer (HP),"100%
",1761
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Style Transfer (Q),"96%
",1450
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Super-Resolution (SP),"100%
",1003
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Super-Resolution (HP),"100%
",381
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Image Super-Resolution (Q),"99%
",257
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Text Classification (SP),"99%
",905
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Text Classification (HP),"99%
",861
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Text Classification (Q),"93%
",865
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Machine Translation (SP),"100%
",395
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Machine Translation (HP),"100%
",374
544206,Mac Pro（2019 年）,Intel,Core ML,CPU,Machine Translation (Q),"98%
",373
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (SP),"100%
",2250
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (HP),"100%
",18125
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Classification (Q),"97%
",24782
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (SP),"100%
",2358
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (HP),"100%
",23066
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Segmentation (Q),"99%
",33975
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (SP),"100%
",17641
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (HP),"100%
",123362
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Pose Estimation (Q),"95%
",230220
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (SP),"100%
",2734
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (HP),"100%
",20193
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Object Detection (Q),"89%
",24720
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (SP),"100%
",5385
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (HP),"100%
",47225
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Face Detection (Q),"100%
",73412
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (SP),"100%
",8858
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (HP),"99%
",106885
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Depth Estimation (Q),"85%
",185502
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (SP),"100%
",30675
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (HP),"100%
",259724
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Style Transfer (Q),"96%
",327012
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (SP),"100%
",7104
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (HP),"100%
",48681
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Image Super-Resolution (Q),"99%
",79692
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (SP),"100%
",6259
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (HP),"99%
",9425
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Text Classification (Q),"93%
",9320
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (SP),"100%
",5758
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (HP),"100%
",17085
544210,Mac mini (2024),Apple Silicon,Core ML,Neural Engine,Machine Translation (Q),"98%
",17736
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (SP),"100%
",7417
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (HP),"100%
",7824
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Classification (Q),"96%
",7630
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (SP),"100%
",14626
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (HP),"100%
",15445
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Segmentation (Q),"99%
",14718
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (SP),"100%
",53287
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (HP),"100%
",59018
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Pose Estimation (Q),"96%
",57026
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (SP),"100%
",6775
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (HP),"100%
",7153
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Object Detection (Q),"91%
",6945
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (SP),"100%
",27400
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (HP),"100%
",32049
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Face Detection (Q),"100%
",28584
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (SP),"100%
",32111
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (HP),"99%
",34133
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Depth Estimation (Q),"85%
",31754
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (SP),"100%
",121698
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (HP),"100%
",135436
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Style Transfer (Q),"96%
",130063
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (SP),"100%
",20968
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (HP),"100%
",21903
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Image Super-Resolution (Q),"99%
",17927
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (SP),"100%
",6845
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (HP),"99%
",9993
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Text Classification (Q),"93%
",9965
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (SP),"100%
",2512
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (HP),"100%
",2601
544212,Mac mini (2024),Apple Silicon,Core ML,GPU,Machine Translation (Q),"98%
",2354
544215,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Classification (SP),"100%
",8979
544215,MacBook Pro（16 英寸，M5 Pro 或 M5 Max）,Apple Silicon,Core ML,GPU,Image Classification (HP),"100%
",12204
